PAC4GC:7329974.9.592a4f58	Xelaev18005615m.g	15125
PAC4GC:7346672	Xelaev18039561m.g	15120
PAC4GC:7336011	Xelaev18009318m.g	15114
PAC4GC:7342631.2.592a4f63	Xelaev18018815m.g	15103
PAC4GC:7350928.2.592a4f5d	Xelaev18015706m.g	15099
PAC4GC:7322640	Xelaev18028974m.g	15098
PAC4GC:7340156.1.592a4f54.1.592d0e17	Xelaev18041757m.g	15083
PAC4GC:7354298.2.592a4f67	Xelaev18013607m.g	15068
PAC4GC:7329974.8.592a4f58	Xelaev18005615m.g	15068
PAC4GC:7354298.4.592a4f67	Xelaev18013607m.g	15064
PAC4GC:7336144.1.592a4f51	Xelaev18009106m.g	15060
PAC4GC:7336476	Xelaev18008878m.g	15051
PAC4GC:7337154.1.592a4f58	Xelaev18009788m.g	15050
PAC4GC:7330502.1.592a4f51	Xelaev18005064m.g	15034
PAC4GC:7332854.2.592a4f68	Xelaev18008105m.g	15018
PAC4GC:7329974.1.592a4f58	Xelaev18005615m.g	15017
PAC4GC:7353019	Xelaev18015707m.g	15009
PAC4GC:7354314	Xelaev18012565m.g	15006
PAC4GC:7361668.37.592a4f55	Xelaev18022246m.g	14990
PAC4GC:7335521	Xelaev18010574m.g	14977
PAC4GC:7347337.1.592a4f5c	Xelaev18039699m.g	14971
PAC4GC:7345730.1.592a4f5c	Xelaev18039698m.g	14971
PAC4GC:7330502.4.592a4f51	Xelaev18005064m.g	14965
PAC4GC:7331691_PAC4GC:7331911.3.592d0e1b	5359_5358	14954
PAC4GC:7329974.4.592a4f58	Xelaev18005615m.g	14951
PAC4GC:7350928.10.592a4f5d	Xelaev18015706m.g	14934
PAC4GC:7359477.5.592a4f5f	Xelaev18043347m.g	14928
PAC4GC:7340156.6.592a4f54	Xelaev18041757m.g	14918
PAC4GC:7360141.2.592a4f68	Xelaev18045208m.g	14914
PAC4GC:7360141	Xelaev18045208m.g	14910
PAC4GC:7332902	Xelaev18005616m.g	14909
PAC4GC:7337181	Xelaev18009885m.g	14890
PAC4GC:7364967	Xelaev18024904m.g	14877
PAC4GC:7359477.7.592a4f5f	Xelaev18043347m.g	14877
PAC4GC:7331644	Xelaev18005065m.g	14877
PAC4GC:7347071	Xelaev18039861m.g	14871
PAC4GC:7335887.1.592a4f59	Xelaev18009884m.g	14869
PAC4GC:7368050	Xelaev18036075m.g	14860
PAC4GC:7329974.3.592a4f58	Xelaev18005615m.g	14858
PAC4GC:7353297.3.592a4f66	Xelaev18013321m.g	14846
PAC4GC:7336144.3.592a4f51	Xelaev18009106m.g	14837
PAC4GC:7364687.2.592a4f59	Xelaev18025330m.g	14830
PAC4GC:7350928.1.592a4f5d	Xelaev18015706m.g	14815
PAC4GC:7361668.2.592a4f55	Xelaev18022246m.g	14813
PAC4GC:7354025.9.592a4f54	Xelaev18011685m.g	14803
PAC4GC:7350928.7.592a4f5d	Xelaev18015706m.g	14793
PAC4GC:7364558.1.592a4f5a	Xelaev18025503m.g	14788
PAC4GC:7362883	Xelaev18022015m.g	14783
PAC4GC:7350928.4.592a4f5d	Xelaev18015706m.g	14783
PAC4GC:7354025.5.592a4f54	Xelaev18011685m.g	14778
PAC4GC:7326007	Xelaev18030961m.g	14777
PAC4GC:7358824	Xelaev18043348m.g	14776
PAC4GC:7361218	Xelaev18043350m.g	14773
PAC4GC:7336144	Xelaev18009106m.g	14772
PAC4GC:7329974.2.592a4f58	Xelaev18005615m.g	14768
PAC4GC:7329974.5.592a4f58	Xelaev18005615m.g	14765
PAC4GC:7336393	Xelaev18011063m.g	14761
PAC4GC:7361546.1.592a4f59	Xelaev18022612m.g	14755
PAC4GC:7350928.6.592a4f5d	Xelaev18015706m.g	14755
PAC4GC:7363678	Xelaev18022613m.g	14752
PAC4GC:7359477.6.592a4f5f	Xelaev18043347m.g	14746
PAC4GC:7354025.8.592a4f54	Xelaev18011685m.g	14719
PAC4GC:7342478.1.592a4f63	Xelaev18018994m.g	14719
PAC4GC:7335397.2.592a4f54	Xelaev18009360m.g	14717
PAC4GC:7329974.6.592a4f58	Xelaev18005615m.g	14717
